name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC
Oryza_glaberrima_pi.3.7800001.7900000.fasta	93628	482	114.846	107.608	0.245052	0.441106
Oryza_glaberrima_pi.3.7900001.8000000.fasta	92781	547	98.7431	122.12	-0.697972	0.431631
Oryza_glaberrima_pi.3.8000001.8100000.fasta	96286	711	171.967	158.734	0.304386	0.434095
Oryza_glaberrima_pi.3.800001.900000.fasta	80523	381	67.4898	85.0597	-0.75125	0.436849
Oryza_glaberrima_pi.3.8100001.8200000.fasta	91609	417	81.476	93.0969	-0.454315	0.442001
Oryza_glaberrima_pi.3.8200001.8300000.fasta	73707	337	65.1954	75.2366	-0.48487	0.436331
Oryza_glaberrima_pi.3.8300001.8400000.fasta	86469	417	87.4037	93.0969	-0.222572	0.455908
Oryza_glaberrima_pi.3.8400001.8500000.fasta	76878	380	55.0074	84.8365	-1.27875	0.453811
Oryza_glaberrima_pi.3.8500001.8600000.fasta	84554	294	45.323	65.6366	-1.12283	0.411133
Oryza_glaberrima_pi.3.8600001.8700000.fasta	84576	344	70.895	76.7993	-0.279363	0.440665
Oryza_glaberrima_pi.3.8700001.8800000.fasta	98003	321	43.4768	71.6645	-1.4283	0.42534
Oryza_glaberrima_pi.3.8800001.8900000.fasta	97191	419	58.0457	93.5434	-1.3812	0.438706
Oryza_glaberrima_pi.3.8900001.9000000.fasta	76189	658	152.352	146.901	0.135429	0.449828
Oryza_glaberrima_pi.3.9000001.9100000.fasta	83205	350	75.0952	78.1389	-0.141562	0.479272
Oryza_glaberrima_pi.3.900001.1000000.fasta	85722	572	140.267	127.701	0.358889	0.456352
Oryza_glaberrima_pi.3.9100001.9200000.fasta	75281	570	145.519	127.255	0.523457	0.436236
Oryza_glaberrima_pi.3.9200001.9300000.fasta	92672	479	107.268	106.939	0.0112359	0.448169
Oryza_glaberrima_pi.3.9300001.9400000.fasta	90457	369	80.083	82.3807	-0.101412	0.445316
Oryza_glaberrima_pi.3.9400001.9500000.fasta	94975	431	103.027	96.2224	0.25746	0.445587
Oryza_glaberrima_pi.3.9500001.9600000.fasta	94887	405	103.147	90.4178	0.512275	0.418177
Oryza_glaberrima_pi.3.9600001.9700000.fasta	87861	402	103.992	89.7481	0.577455	0.472286
Oryza_glaberrima_pi.3.9700001.9800000.fasta	96518	251	47.7838	56.0367	-0.533349	0.423543
Oryza_glaberrima_pi.3.9800001.9900000.fasta	92215	487	116.861	108.725	0.272682	0.457731
Oryza_glaberrima_pi.3.9900001.10000000.fasta	96683	580	136.542	129.487	0.198725	0.43753
Oryza_glaberrima_pi.4.10000001.10100000.fasta	68780	780	186.992	174.138	0.269616	0.443262
Oryza_glaberrima_pi.4.1000001.1100000.fasta	49970	252	52.1553	56.26	-0.264227	0.452596
Oryza_glaberrima_pi.4.100001.200000.fasta	95321	879	145.388	196.24	-0.94693	0.412855
Oryza_glaberrima_pi.4.10100001.10200000.fasta	50956	670	173.05	149.58	0.572723	0.44957
Oryza_glaberrima_pi.4.10200001.10300000.fasta	52701	735	174.878	164.092	0.240038	0.419796
Oryza_glaberrima_pi.4.10300001.10400000.fasta	66692	989	237.84	220.798	0.282167	0.426632
Oryza_glaberrima_pi.4.10400001.10500000.fasta	44923	468	114.673	104.483	0.35525	0.441156
Oryza_glaberrima_pi.4.10500001.10600000.fasta	59561	894	246.18	199.589	0.853074	0.436771
Oryza_glaberrima_pi.4.10600001.10700000.fasta	86137	771	158.148	172.129	-0.296647	0.435562
Oryza_glaberrima_pi.4.10700001.10800000.fasta	79449	1091	293.382	243.57	0.747857	0.43201
Oryza_glaberrima_pi.4.10800001.10900000.fasta	63929	1075	273.434	239.998	0.50944	0.46621
Oryza_glaberrima_pi.4.10900001.11000000.fasta	63330	421	80.8782	93.9899	-0.507763	0.41726
Oryza_glaberrima_pi.4.11000001.11100000.fasta	60902	1021	299.663	227.942	1.15038	0.460043
Oryza_glaberrima_pi.4.1.100000.fasta	55665	622	159.915	138.864	0.553134	0.423235
Oryza_glaberrima_pi.4.1100001.1200000.fasta	60530	657	143.375	146.678	-0.0821883	0.412592
Oryza_glaberrima_pi.4.11100001.11200000.fasta	48219	531	122.754	118.548	0.129338	0.420231
Oryza_glaberrima_pi.4.11200001.11300000.fasta	87847	662	141.837	147.794	-0.147124	0.415829
Oryza_glaberrima_pi.4.11300001.11400000.fasta	72528	535	114.853	119.441	-0.140034	0.40427
Oryza_glaberrima_pi.4.11400001.11500000.fasta	78223	475	104.861	106.046	-0.0407088	0.427069
Oryza_glaberrima_pi.4.11500001.11600000.fasta	89741	780	189.462	174.138	0.321419	0.402843
Oryza_glaberrima_pi.4.11600001.11700000.fasta	66850	596	152.52	133.059	0.533538	0.404014
Oryza_glaberrima_pi.4.11700001.11800000.fasta	64732	427	99.939	95.3294	0.17602	0.430789
Oryza_glaberrima_pi.4.11800001.11900000.fasta	80089	1102	283.094	246.026	0.55099	0.436506
Oryza_glaberrima_pi.4.11900001.12000000.fasta	29687	344	97.6642	76.7993	0.987207	0.37199
Oryza_glaberrima_pi.4.12000001.12100000.fasta	79356	799	188.731	178.38	0.21197	0.417487
Oryza_glaberrima_pi.4.1200001.1300000.fasta	61244	1113	326.103	248.482	1.1424	0.397736
Oryza_glaberrima_pi.4.12100001.12200000.fasta	58379	711	117.451	158.734	-0.94957	0.42127
Oryza_glaberrima_pi.4.12200001.12300000.fasta	73453	399	72.3007	89.0783	-0.685268	0.416387
Oryza_glaberrima_pi.4.12300001.12400000.fasta	60659	1124	342.227	250.937	1.33045	0.405383
Oryza_glaberrima_pi.4.12400001.12500000.fasta	40207	263	50.8939	58.7158	-0.482699	0.411232
Oryza_glaberrima_pi.4.12500001.12600000.fasta	59301	449	110.064	100.241	0.356844	0.43446
Oryza_glaberrima_pi.4.12600001.12700000.fasta	64770	469	118.063	104.706	0.464684	0.388194
Oryza_glaberrima_pi.4.12700001.12800000.fasta	44988	430	104.486	95.9992	0.321838	0.40913
Oryza_glaberrima_pi.4.12800001.12900000.fasta	35112	286	76.5883	63.8506	0.72355	0.395059
Oryza_glaberrima_pi.4.12900001.13000000.fasta	60450	597	149.323	133.283	0.439031	0.392838
Oryza_glaberrima_pi.4.13000001.13100000.fasta	52157	763	187.611	170.343	0.370239	0.431981
Oryza_glaberrima_pi.4.1300001.1400000.fasta	63320	1469	371.27	327.96	0.483289	0.405486
Oryza_glaberrima_pi.4.13100001.13200000.fasta	61775	576	171.32	128.594	1.2118	0.421602
Oryza_glaberrima_pi.4.13200001.13300000.fasta	80077	899	214.627	200.705	0.253497	0.407808
Oryza_glaberrima_pi.4.13300001.13400000.fasta	75592	1163	318.907	259.644	0.834805	0.414471
Oryza_glaberrima_pi.4.13400001.13500000.fasta	61850	801	268.496	178.826	1.83172	0.401629
Oryza_glaberrima_pi.4.13500001.13600000.fasta	75867	776	243.647	173.245	1.48426	0.419755
Oryza_glaberrima_pi.4.13600001.13700000.fasta	65257	831	268.598	185.524	1.63596	0.403517
Oryza_glaberrima_pi.4.13700001.13800000.fasta	28088	508	142.092	113.413	0.921612	0.444375
Oryza_glaberrima_pi.4.13800001.13900000.fasta	59204	637	191.014	142.213	1.25225	0.422026
Oryza_glaberrima_pi.4.13900001.14000000.fasta	67334	1321	423.638	294.918	1.59687	0.40293
Oryza_glaberrima_pi.4.14000001.14100000.fasta	79978	892	261.309	199.142	1.14082	0.414974
Oryza_glaberrima_pi.4.1400001.1500000.fasta	79810	2635	776.77	588.274	1.17375	0.456137
Oryza_glaberrima_pi.4.14100001.14200000.fasta	52369	388	81.2321	86.6225	-0.226358	0.428865
Oryza_glaberrima_pi.4.14200001.14300000.fasta	56238	555	146.373	123.906	0.661211	0.415686
Oryza_glaberrima_pi.4.14300001.14400000.fasta	34419	128	31.9978	28.5765	0.428445	0.393935
Oryza_glaberrima_pi.4.14400001.14500000.fasta	30815	163	39.4899	36.3904	0.30638	0.407136
Oryza_glaberrima_pi.4.14500001.14600000.fasta	74607	398	101.912	88.855	0.534635	0.402964
Oryza_glaberrima_pi.4.14600001.14700000.fasta	74562	264	53.2643	58.939	-0.348886	0.405112
Oryza_glaberrima_pi.4.14700001.14800000.fasta	71951	423	98.609	94.4364	0.160831	0.411181
Oryza_glaberrima_pi.4.14800001.14900000.fasta	60538	407	111.515	90.8643	0.827003	0.398938
Oryza_glaberrima_pi.4.14900001.15000000.fasta	43552	230	71.25	51.3484	1.40197	0.40661
Oryza_glaberrima_pi.4.15000001.15100000.fasta	29075	246	58.6741	54.9205	0.247447	0.379415
Oryza_glaberrima_pi.4.1500001.1600000.fasta	77807	1381	371.087	308.314	0.745002	0.424085
Oryza_glaberrima_pi.4.15100001.15200000.fasta	56077	250	52.4365	55.8135	-0.219097	0.414746
Oryza_glaberrima_pi.4.15200001.15300000.fasta	59883	257	71.2789	57.3762	0.877745	0.400659
Oryza_glaberrima_pi.4.15300001.15400000.fasta	36355	244	65.554	54.4739	0.736329	0.419129
Oryza_glaberrima_pi.4.15400001.15500000.fasta	63747	522	121.286	116.539	0.1485	0.407711
Oryza_glaberrima_pi.4.15500001.15600000.fasta	50189	748	182.488	166.994	0.338824	0.444598
Oryza_glaberrima_pi.4.15600001.15700000.fasta	2468	0	0	0	-999	0.409569
Oryza_glaberrima_pi.4.15700001.15800000.fasta	3210	1	0.666667	0.223254	2.6684	0.413731
Oryza_glaberrima_pi.4.15800001.15900000.fasta	57975	491	117.578	109.618	0.264622	0.405249
Oryza_glaberrima_pi.4.15900001.16000000.fasta	76987	946	208.25	211.198	-0.0510231	0.413124
Oryza_glaberrima_pi.4.16000001.16100000.fasta	69781	950	264.18	212.091	0.89771	0.404976
Oryza_glaberrima_pi.4.1600001.1700000.fasta	57670	1040	290.92	232.184	0.924945	0.400638
Oryza_glaberrima_pi.4.16100001.16200000.fasta	63426	873	235.72	194.901	0.765307	0.387814
Oryza_glaberrima_pi.4.16200001.16300000.fasta	75725	1551	299.651	346.267	-0.492729	0.418339
Oryza_glaberrima_pi.4.16300001.16400000.fasta	54085	1289	251.128	287.774	-0.46588	0.416471
Oryza_glaberrima_pi.4.16400001.16500000.fasta	78095	1571	281.053	350.732	-0.727143	0.401278
Oryza_glaberrima_pi.4.16500001.16600000.fasta	87967	713	172.438	159.18	0.30411	0.406335
Oryza_glaberrima_pi.4.16600001.16700000.fasta	86031	448	83.6198	100.018	-0.597026	0.397653
Oryza_glaberrima_pi.4.16700001.16800000.fasta	75295	689	182.876	153.822	0.689519	0.388375
Oryza_glaberrima_pi.4.16800001.16900000.fasta	87548	875	160.171	195.347	-0.658018	0.405614
Oryza_glaberrima_pi.4.16900001.17000000.fasta	60375	581	97.9605	129.711	-0.892806	0.396562
Oryza_glaberrima_pi.4.17000001.17100000.fasta	72576	832	187.45	185.747	0.0334889	0.419561
Oryza_glaberrima_pi.4.1700001.1800000.fasta	70947	1109	285.907	247.589	0.565985	0.41229
Oryza_glaberrima_pi.4.17100001.17200000.fasta	71538	1077	232.277	240.444	-0.124209	0.451431
Oryza_glaberrima_pi.4.17200001.17300000.fasta	74065	945	189.206	210.975	-0.377142	0.402137
Oryza_glaberrima_pi.4.17300001.17400000.fasta	75806	826	178.316	184.408	-0.120681	0.437281
Oryza_glaberrima_pi.4.17400001.17500000.fasta	82612	928	214.204	207.18	0.123912	0.420275
Oryza_glaberrima_pi.4.17500001.17600000.fasta	52703	335	55.2621	74.7901	-0.94854	0.434293
Oryza_glaberrima_pi.4.17600001.17700000.fasta	58023	747	241.75	166.771	1.64187	0.422219
Oryza_glaberrima_pi.4.17700001.17800000.fasta	51636	878	260.722	196.017	1.20627	0.398377
Oryza_glaberrima_pi.4.17800001.17900000.fasta	46069	1578	487.676	352.295	1.40655	0.433461
Oryza_glaberrima_pi.4.17900001.18000000.fasta	50631	666	222.107	148.687	1.80231	0.36632
Oryza_glaberrima_pi.4.18000001.18100000.fasta	60593	2536	897.682	566.172	2.14478	0.414722
Oryza_glaberrima_pi.4.1800001.1900000.fasta	74185	1143	213.025	255.179	-0.604166	0.403708
Oryza_glaberrima_pi.4.18100001.18200000.fasta	65606	1407	503.422	314.118	2.20526	0.396231
Oryza_glaberrima_pi.4.18200001.18300000.fasta	46644	368	86.648	82.1574	0.198729	0.428683
Oryza_glaberrima_pi.4.18300001.18400000.fasta	59290	387	81.9605	86.3993	-0.186875	0.407566
Oryza_glaberrima_pi.4.18400001.18500000.fasta	69828	367	53.8681	81.9342	-1.24543	0.415066
Oryza_glaberrima_pi.4.18500001.18600000.fasta	70662	457	94.1028	102.027	-0.282868	0.392834
Oryza_glaberrima_pi.4.18600001.18700000.fasta	84444	503	122.717	112.297	0.338166	0.383604
Oryza_glaberrima_pi.4.18700001.18800000.fasta	90057	526	131.861	117.432	0.44792	0.408854
Oryza_glaberrima_pi.4.18800001.18900000.fasta	42060	326	79.5494	72.7808	0.337764	0.446989
Oryza_glaberrima_pi.4.18900001.19000000.fasta	90449	365	64.1172	81.4877	-0.775	0.416991
Oryza_glaberrima_pi.4.19000001.19100000.fasta	78305	301	46.7507	67.1994	-1.10428	0.404673
Oryza_glaberrima_pi.4.1900001.2000000.fasta	32512	352	88.0201	78.5854	0.436345	0.411091
Oryza_glaberrima_pi.4.19100001.19200000.fasta	92633	473	143.413	105.599	1.30447	0.428434
Oryza_glaberrima_pi.4.19200001.19300000.fasta	95197	723	171.511	161.413	0.228433	0.421136
Oryza_glaberrima_pi.4.19300001.19400000.fasta	91915	526	104.653	117.432	-0.39667	0.440253
Oryza_glaberrima_pi.4.19400001.19500000.fasta	91917	397	68.9994	88.6318	-0.805878	0.395732
Oryza_glaberrima_pi.4.19500001.19600000.fasta	95966	411	58.1936	91.7573	-1.33117	0.390104
Oryza_glaberrima_pi.4.19600001.19700000.fasta	95762	474	120.385	105.822	0.501304	0.399116
Oryza_glaberrima_pi.4.19700001.19800000.fasta	77613	305	73.7309	68.0924	0.300538	0.397475
Oryza_glaberrima_pi.4.19800001.19900000.fasta	80867	342	59.3017	76.3528	-0.811438	0.406271
Oryza_glaberrima_pi.4.19900001.20000000.fasta	95647	488	93.9354	108.948	-0.502074	0.42555
Oryza_glaberrima_pi.4.20000001.20100000.fasta	94245	383	89.4481	85.5062	0.167674	0.439992
Oryza_glaberrima_pi.4.2000001.2100000.fasta	71023	880	181.174	196.463	-0.284383	0.435527
Oryza_glaberrima_pi.4.200001.300000.fasta	79701	1059	225.506	236.426	-0.168886	0.411661
Oryza_glaberrima_pi.4.20100001.20200000.fasta	92534	474	99.0636	105.822	-0.23267	0.442056
Oryza_glaberrima_pi.4.20200001.20300000.fasta	95537	544	107.488	121.45	-0.419172	0.450861
Oryza_glaberrima_pi.4.20300001.20400000.fasta	92668	671	126.654	149.803	-0.56406	0.442653
Oryza_glaberrima_pi.4.20400001.20500000.fasta	91657	465	79.612	103.813	-0.849133	0.434625
Oryza_glaberrima_pi.4.20500001.20600000.fasta	97128	479	67.5705	106.939	-1.34119	0.430195
Oryza_glaberrima_pi.4.20600001.20700000.fasta	80069	621	144.092	138.641	0.143469	0.422563
Oryza_glaberrima_pi.4.20700001.20800000.fasta	74461	391	43.2798	87.2923	-1.83414	0.419953
Oryza_glaberrima_pi.4.20800001.20900000.fasta	74624	410	69.3486	91.5341	-0.882028	0.414683
Oryza_glaberrima_pi.4.20900001.21000000.fasta	75386	285	52.2484	63.6274	-0.64861	0.448681
Oryza_glaberrima_pi.4.21000001.21100000.fasta	81302	599	139.959	133.729	0.169945	0.407552
Oryza_glaberrima_pi.4.2100001.2200000.fasta	34291	355	82.6499	79.2551	0.155689	0.420026
Oryza_glaberrima_pi.4.21100001.21200000.fasta	78394	725	124.642	161.859	-0.839586	0.404858
Oryza_glaberrima_pi.4.21200001.21300000.fasta	85763	657	134.069	146.678	-0.313748	0.437578
Oryza_glaberrima_pi.4.21300001.21400000.fasta	88435	543	66.5347	121.227	-1.64493	0.434906
Oryza_glaberrima_pi.4.21400001.21500000.fasta	73738	640	126.576	142.882	-0.416485	0.430754
Oryza_glaberrima_pi.4.21500001.21600000.fasta	71090	362	44.2482	80.8179	-1.64499	0.425341
Oryza_glaberrima_pi.4.21600001.21700000.fasta	90522	484	64.2651	108.055	-1.47652	0.417425
Oryza_glaberrima_pi.4.21700001.21800000.fasta	82449	391	90.8713	87.2923	0.149148	0.428065
Oryza_glaberrima_pi.4.21800001.21900000.fasta	81730	408	97.3235	91.0876	0.249127	0.430006
Oryza_glaberrima_pi.4.21900001.22000000.fasta	82753	456	83.9821	101.804	-0.637559	0.418072
Oryza_glaberrima_pi.4.22000001.22100000.fasta	86139	905	211.545	202.045	0.171848	0.417723
Oryza_glaberrima_pi.4.2200001.2300000.fasta	44936	448	95.3711	100.018	-0.169177	0.384592
Oryza_glaberrima_pi.4.22100001.22200000.fasta	72588	487	97.083	108.725	-0.390134	0.447197
Oryza_glaberrima_pi.4.22200001.22300000.fasta	92571	449	108.41	100.241	0.296763	0.419119
Oryza_glaberrima_pi.4.22300001.22400000.fasta	97833	283	48.208	63.1808	-0.859431	0.466574
Oryza_glaberrima_pi.4.22400001.22500000.fasta	89428	528	114.233	117.878	-0.112733	0.457977
Oryza_glaberrima_pi.4.22500001.22600000.fasta	79495	531	105.846	118.548	-0.390605	0.423935
Oryza_glaberrima_pi.4.22600001.22700000.fasta	47500	317	79.5365	70.7715	0.449682	0.458999
Oryza_glaberrima_pi.4.22700001.22800000.fasta	33523	293	91.9967	65.4134	1.47434	0.455481
Oryza_glaberrima_pi.4.22800001.22900000.fasta	87047	451	75.5758	100.688	-0.908243	0.446372
Oryza_glaberrima_pi.4.22900001.23000000.fasta	95550	412	60.9847	91.9806	-1.22637	0.45645
Oryza_glaberrima_pi.4.23000001.23100000.fasta	84712	464	101.197	103.59	-0.0841345	0.431921
Oryza_glaberrima_pi.4.2300001.2400000.fasta	26605	273	76.1303	60.9483	0.902983	0.429999
Oryza_glaberrima_pi.4.23100001.23200000.fasta	97199	523	62.3808	116.762	-1.69774	0.455953
Oryza_glaberrima_pi.4.23200001.23300000.fasta	91082	620	73.1267	138.417	-1.72107	0.42004
Oryza_glaberrima_pi.4.23300001.23400000.fasta	94786	522	58.9353	116.539	-1.80176	0.420433
Oryza_glaberrima_pi.4.23400001.23500000.fasta	79005	441	71.4185	98.455	-0.999871	0.434242
Oryza_glaberrima_pi.4.23500001.23600000.fasta	92043	416	59.9498	92.8736	-1.29021	0.451799
Oryza_glaberrima_pi.4.23600001.23700000.fasta	62393	631	174.977	140.873	0.883387	0.478673
Oryza_glaberrima_pi.4.23700001.23800000.fasta	91891	454	80.6659	101.357	-0.743458	0.425394
Oryza_glaberrima_pi.4.23800001.23900000.fasta	79716	240	27.3023	53.5809	-1.77508	0.46007
Oryza_glaberrima_pi.4.23900001.24000000.fasta	56463	311	70.5437	69.432	0.0581239	0.431618
Oryza_glaberrima_pi.4.24000001.24100000.fasta	89019	413	56.0616	92.2039	-1.42655	0.47821
Oryza_glaberrima_pi.4.2400001.2500000.fasta	72767	708	171.875	158.064	0.319023	0.39579
Oryza_glaberrima_pi.4.24100001.24200000.fasta	95101	395	74.9145	88.1853	-0.547481	0.437731
Oryza_glaberrima_pi.4.24200001.24300000.fasta	88111	277	51.7858	61.8413	-0.589541	0.421218
Oryza_glaberrima_pi.4.24300001.24400000.fasta	97121	436	77.0283	97.3387	-0.759679	0.444904
Oryza_glaberrima_pi.4.24400001.24500000.fasta	87909	737	254.288	164.538	1.99186	0.432111
Oryza_glaberrima_pi.4.24500001.24600000.fasta	98394	191	25.9265	42.6415	-1.41399	0.431707
Oryza_glaberrima_pi.4.24600001.24700000.fasta	82568	201	29.0781	44.874	-1.2708	0.421916
Oryza_glaberrima_pi.4.24700001.24800000.fasta	82611	467	109.942	104.26	0.198518	0.459791
Oryza_glaberrima_pi.4.24800001.24900000.fasta	93225	409	102.289	91.3108	0.437515	0.454586
Oryza_glaberrima_pi.4.24900001.25000000.fasta	92341	440	89.7257	98.2317	-0.315281	0.442478
Oryza_glaberrima_pi.4.25000001.25100000.fasta	93840	262	32.0129	58.4925	-1.64027	0.431368
Oryza_glaberrima_pi.4.2500001.2600000.fasta	38759	993	331.222	221.691	1.80622	0.410403
Oryza_glaberrima_pi.4.25100001.25200000.fasta	95535	404	69.5536	90.1946	-0.832712	0.434622
Oryza_glaberrima_pi.4.25200001.25300000.fasta	90674	484	76.2955	108.055	-1.07087	0.43512
Oryza_glaberrima_pi.4.25300001.25400000.fasta	95463	337	76.7699	75.2366	0.074041	0.440347
Oryza_glaberrima_pi.4.25400001.25500000.fasta	91699	427	87.9356	95.3294	-0.282341	0.420314
Oryza_glaberrima_pi.4.25500001.25600000.fasta	92866	689	170.928	153.822	0.405975	0.466049
Oryza_glaberrima_pi.4.25600001.25700000.fasta	84369	655	143.207	146.231	-0.0754776	0.419022
Oryza_glaberrima_pi.4.25700001.25800000.fasta	84044	895	216.409	199.812	0.303544	0.446087
Oryza_glaberrima_pi.4.25800001.25900000.fasta	75612	518	77.0896	115.646	-1.21524	0.44153
Oryza_glaberrima_pi.4.25900001.26000000.fasta	67434	744	163.555	166.101	-0.0559623	0.446775
Oryza_glaberrima_pi.4.26000001.26100000.fasta	66485	457	111.692	102.027	0.345004	0.430528
Oryza_glaberrima_pi.4.2600001.2700000.fasta	23629	151	31.1242	33.7113	-0.275636	0.450306
Oryza_glaberrima_pi.4.26100001.26200000.fasta	93543	717	163.958	160.073	0.0886056	0.443182
Oryza_glaberrima_pi.4.26200001.26300000.fasta	91847	720	170.812	160.743	0.228724	0.463973
Oryza_glaberrima_pi.4.26300001.26400000.fasta	83705	384	62.1993	85.7295	-0.998306	0.440509
Oryza_glaberrima_pi.4.26400001.26500000.fasta	80335	469	70.9914	104.706	-1.17292	0.427743
Oryza_glaberrima_pi.4.26500001.26600000.fasta	95471	484	62.1713	108.055	-1.54712	0.445595
Oryza_glaberrima_pi.4.26600001.26700000.fasta	86738	393	56.4954	87.7388	-1.29544	0.45461
Oryza_glaberrima_pi.4.26700001.26800000.fasta	80304	154	18.0381	34.3811	-1.70799	0.430799
Oryza_glaberrima_pi.4.26800001.26900000.fasta	45912	480	125.1	107.162	0.609859	0.478474
Oryza_glaberrima_pi.4.26900001.27000000.fasta	84312	270	48.5688	60.2785	-0.704116	0.441118
Oryza_glaberrima_pi.4.27000001.27100000.fasta	96155	487	127.967	108.725	0.64486	0.445603
Oryza_glaberrima_pi.4.2700001.2800000.fasta	39044	797	279.643	177.933	2.08805	0.433142
Oryza_glaberrima_pi.4.27100001.27200000.fasta	92959	437	112.864	97.5619	0.571038	0.449883
Oryza_glaberrima_pi.4.27200001.27300000.fasta	97126	330	80.2173	73.6738	0.32261	0.430196
Oryza_glaberrima_pi.4.27300001.27400000.fasta	83193	351	85.3492	78.3621	0.324057	0.443671
Oryza_glaberrima_pi.4.27400001.27500000.fasta	92316	354	57.8683	79.0319	-0.973307	0.440617
Oryza_glaberrima_pi.4.27500001.27600000.fasta	83965	332	64.9751	74.1203	-0.448189	0.435239
Oryza_glaberrima_pi.4.27600001.27700000.fasta	93113	299	55.9182	66.7529	-0.588973	0.451124
Oryza_glaberrima_pi.4.27700001.27800000.fasta	95275	326	67.2846	72.7808	-0.274265	0.439388
Oryza_glaberrima_pi.4.27800001.27900000.fasta	96209	458	93.5675	102.25	-0.309275	0.428948
Oryza_glaberrima_pi.4.27900001.28000000.fasta	64844	296	56.4905	66.0832	-0.526687	0.417125
Oryza_glaberrima_pi.4.28000001.28100000.fasta	89448	269	36.1255	60.0553	-1.4442	0.45434
Oryza_glaberrima_pi.4.2800001.2900000.fasta	44248	804	269.022	179.496	1.82199	0.415607
Oryza_glaberrima_pi.4.28100001.28200000.fasta	91630	431	123.233	96.2224	1.02191	0.457781
Oryza_glaberrima_pi.4.28200001.28300000.fasta	87091	491	152.303	109.618	1.4189	0.422614
Oryza_glaberrima_pi.4.28300001.28400000.fasta	75697	585	175.058	130.604	1.24155	0.448776
Oryza_glaberrima_pi.4.28400001.28500000.fasta	97157	500	136.301	111.627	0.805521	0.419361
Oryza_glaberrima_pi.4.28500001.28600000.fasta	97757	461	134.379	102.92	1.11329	0.447052
Oryza_glaberrima_pi.4.28600001.28700000.fasta	60341	183	23.4136	40.8555	-1.53888	0.441804
Oryza_glaberrima_pi.4.28700001.28800000.fasta	89687	247	30.019	55.1437	-1.64965	0.430768
Oryza_glaberrima_pi.4.28800001.28900000.fasta	94090	286	43.9318	63.8506	-1.13146	0.445018
Oryza_glaberrima_pi.4.28900001.29000000.fasta	76434	587	126.59	131.05	-0.124133	0.459135
Oryza_glaberrima_pi.4.29000001.29100000.fasta	86158	573	125.308	127.924	-0.0746091	0.425015
Oryza_glaberrima_pi.4.2900001.3000000.fasta	29359	363	100.419	81.0412	0.869264	0.433087
Oryza_glaberrima_pi.4.29100001.29200000.fasta	91121	661	126.757	147.571	-0.514787	0.449374
Oryza_glaberrima_pi.4.29200001.29300000.fasta	79986	594	125.875	132.613	-0.185339	0.456817
Oryza_glaberrima_pi.4.29300001.29400000.fasta	97118	609	79.5998	135.962	-1.5124	0.415011
Oryza_glaberrima_pi.4.29400001.29500000.fasta	79684	753	230.347	168.11	1.35204	0.442016
Oryza_glaberrima_pi.4.29500001.29600000.fasta	92646	411	106.742	91.7573	0.594287	0.451534
Oryza_glaberrima_pi.4.29600001.29700000.fasta	73855	386	87.7014	86.176	0.0643846	0.468555
Oryza_glaberrima_pi.4.29700001.29800000.fasta	82097	230	36.7681	51.3484	-1.02711	0.443212
Oryza_glaberrima_pi.4.29800001.29900000.fasta	92430	315	62.415	70.325	-0.408364	0.445236
Oryza_glaberrima_pi.4.29900001.30000000.fasta	71993	463	132.616	103.367	1.03067	0.468284
Oryza_glaberrima_pi.4.30000001.30100000.fasta	88626	339	78.841	75.6831	0.151597	0.433785
Oryza_glaberrima_pi.4.3000001.3100000.fasta	19465	169	46.725	37.7299	0.858161	0.428816
Oryza_glaberrima_pi.4.300001.400000.fasta	86794	824	104.703	183.961	-1.57401	0.403574
Oryza_glaberrima_pi.4.30100001.30200000.fasta	91132	486	122.675	108.501	0.475951	0.446747
Oryza_glaberrima_pi.4.30200001.30300000.fasta	91255	444	102.83	99.1247	0.136099	0.432797
Oryza_glaberrima_pi.4.30300001.30400000.fasta	70556	297	56.1266	66.3064	-0.55706	0.461171
Oryza_glaberrima_pi.4.30400001.30500000.fasta	85811	592	170.723	132.166	1.06416	0.429786
Oryza_glaberrima_pi.4.30500001.30600000.fasta	69786	330	61.811	73.6738	-0.584866	0.424453
Oryza_glaberrima_pi.4.30600001.30700000.fasta	72336	419	60.6402	93.5434	-1.28024	0.416949
Oryza_glaberrima_pi.4.30700001.30800000.fasta	86634	440	67.4959	98.2317	-1.13925	0.415701
Oryza_glaberrima_pi.4.30800001.30900000.fasta	79158	568	116.941	126.808	-0.283771	0.424654
Oryza_glaberrima_pi.4.30900001.31000000.fasta	96411	517	130.252	115.422	0.468303	0.430668
Oryza_glaberrima_pi.4.31000001.31100000.fasta	93334	621	136.594	138.641	-0.0538685	0.429327
Oryza_glaberrima_pi.4.3100001.3200000.fasta	28418	365	106.683	81.4877	1.12409	0.41304
Oryza_glaberrima_pi.4.31100001.31200000.fasta	94053	849	205.524	189.543	0.308074	0.407639
Oryza_glaberrima_pi.4.31200001.31300000.fasta	88772	978	174.489	218.342	-0.734213	0.425142
Oryza_glaberrima_pi.4.31300001.31400000.fasta	90671	1168	268.168	260.761	0.103897	0.406371
Oryza_glaberrima_pi.4.31400001.31500000.fasta	90831	528	70.816	117.878	-1.45541	0.445392
Oryza_glaberrima_pi.4.31500001.31600000.fasta	82217	1049	196.358	234.193	-0.590717	0.40484
Oryza_glaberrima_pi.4.31600001.31700000.fasta	61330	1069	321.172	238.658	1.26423	0.435642
