chr	start	stop	medianpos	name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC	pi_site_Oryza_barthii	name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC	pi_site_Oryza_glaberrima	ROD	RODmini-1
7	12000001	12100000	12050000.5	Oryza_barthii_pi.7.12000001.12100000.fasta	41061	876	207.349	199.32	0.148672	0.398084	0.0050497796	Oryza_glaberrima_pi.7.12000001.12100000.fasta	40961	781	194.557	174.361	0.423073	0.401078	0.0047498108	0.0594023551	0.0594023551
7	12100001	12200000	12150000.5	Oryza_barthii_pi.7.12100001.12200000.fasta	14171	117	26.4379	26.6215	-0.0248847	0.402165	0.001865634	Oryza_glaberrima_pi.7.12100001.12200000.fasta	13900	106	21.2822	23.6649	-0.358522	0.401121	0.0015310935	0.1793173306	0.1793173306
7	12200001	12300000	12250000.5	Oryza_barthii_pi.7.12200001.12300000.fasta	25427	278	67.1343	63.2544	0.224664	0.440712	0.0026402761	Oryza_glaberrima_pi.7.12200001.12300000.fasta	24985	188	44.7317	41.9717	0.237137	0.44189	0.0017903422	0.3219109866	0.3219109866
7	12300001	12400000	12350000.5	Oryza_barthii_pi.7.12300001.12400000.fasta	79516	1826	500.842	415.477	0.759703	0.446574	0.0062986317	Oryza_glaberrima_pi.7.12300001.12400000.fasta	79914	1445	412.71	322.602	1.02215	0.44841	0.0051644268	0.1800716431	0.1800716431
7	12400001	12500000	12450000.5	Oryza_barthii_pi.7.12400001.12500000.fasta	75361	1005	252.433	228.672	0.383682	0.41646	0.0033496503	Oryza_glaberrima_pi.7.12400001.12500000.fasta	73016	626	157.06	139.757	0.451765	0.419088	0.0021510354	0.3578328587	0.3578328587
7	12500001	12600000	12550000.5	Oryza_barthii_pi.7.12500001.12600000.fasta	74536	1363	351.12	310.129	0.488435	0.419012	0.0047107438	Oryza_glaberrima_pi.7.12500001.12600000.fasta	74604	988	250.799	220.575	0.500919	0.419461	0.0033617366	0.2863681878	0.2863681878
7	12600001	12700000	12650000.5	Oryza_barthii_pi.7.12600001.12700000.fasta	84378	1379	377.44	313.769	0.749896	0.43045	0.0044732039	Oryza_glaberrima_pi.7.12600001.12700000.fasta	84551	982	279.256	219.235	1.00081	0.430591	0.0033028113	0.2616452585	0.2616452585
7	12700001	12800000	12750000.5	Oryza_barthii_pi.7.12700001.12800000.fasta	86735	837	210.551	190.446	0.38956	0.417404	0.0024275206	Oryza_glaberrima_pi.7.12700001.12800000.fasta	86838	483	89.4812	107.832	-0.62002	0.418011	0.0010304383	0.5755182124	0.5755182124
7	12800001	12900000	12850000.5	Oryza_barthii_pi.7.12800001.12900000.fasta	80904	1108	310.136	252.108	0.850133	0.413432	0.0038333828	Oryza_glaberrima_pi.7.12800001.12900000.fasta	81511	660	153.543	147.348	0.153457	0.413329	0.0018837089	0.5086040038	0.5086040038
7	12900001	13000000	12950000.5	Oryza_barthii_pi.7.12900001.13000000.fasta	58408	877	196.108	199.547	-0.0636098	0.411755	0.0033575538	Oryza_glaberrima_pi.7.12900001.13000000.fasta	59485	667	130.26	148.91	-0.45716	0.411423	0.0021897957	0.3478002428	0.3478002428
7	13000001	13100000	13050000.5	Oryza_barthii_pi.7.13000001.13100000.fasta	70757	1563	456.838	355.636	1.0519	0.433561	0.0064564354	Oryza_glaberrima_pi.7.13000001.13100000.fasta	71129	1230	337.888	274.602	0.843045	0.433688	0.004750355	0.2642449447	0.2642449447
7	13100001	13200000	13150000.5	Oryza_barthii_pi.7.13100001.13200000.fasta	70590	1474	376.207	335.385	0.449871	0.431196	0.0053294659	Oryza_glaberrima_pi.7.13100001.13200000.fasta	70554	955	244.516	213.207	0.536759	0.432767	0.0034656575	0.3497176723	0.3497176723
7	13200001	13300000	13250000.5	Oryza_barthii_pi.7.13200001.13300000.fasta	66125	718	214.166	163.369	1.14665	0.409426	0.0032388053	Oryza_glaberrima_pi.7.13200001.13300000.fasta	71688	663	225.08	148.017	1.90026	0.411553	0.0031397165	0.0305942267	0.0305942267
7	13300001	13400000	13350000.5	Oryza_barthii_pi.7.13300001.13400000.fasta	77181	1078	299.405	245.282	0.814923	0.426322	0.0038792578	Oryza_glaberrima_pi.7.13300001.13400000.fasta	76245	924	289.666	206.287	1.47728	0.427952	0.0037991475	0.0206509509	0.0206509509
7	13400001	13500000	13450000.5	Oryza_barthii_pi.7.13400001.13500000.fasta	71736	776	185.003	176.566	0.176264	0.411336	0.0025789422	Oryza_glaberrima_pi.7.13400001.13500000.fasta	70080	566	152.753	126.362	0.761684	0.412083	0.0021796946	0.1548106014	0.1548106014
7	13500001	13600000	13550000.5	Oryza_barthii_pi.7.13500001.13600000.fasta	71875	728	179.374	165.645	0.305676	0.410384	0.0024956383	Oryza_glaberrima_pi.7.13500001.13600000.fasta	71997	534	150.918	119.218	0.969415	0.411349	0.0020961707	0.1600663018	0.1600663018
7	13600001	13700000	13650000.5	Oryza_barthii_pi.7.13600001.13700000.fasta	87441	1061	238.989	241.414	-0.037084	0.419475	0.0027331458	Oryza_glaberrima_pi.7.13600001.13700000.fasta	88170	817	239.448	182.398	1.14265	0.420453	0.0027157537	0.0063634076	0.0063634076
7	13700001	13800000	13750000.5	Oryza_barthii_pi.7.13700001.13800000.fasta	77504	780	148.475	177.476	-0.602835	0.408077	0.0019157076	Oryza_glaberrima_pi.7.13700001.13800000.fasta	77919	590	155.156	131.72	0.649021	0.40912	0.0019912473	-0.0394317721	-0.0394317721
7	13800001	13900000	13850000.5	Oryza_barthii_pi.7.13800001.13900000.fasta	51079	1041	262.576	236.863	0.40088	0.427364	0.0051405862	Oryza_glaberrima_pi.7.13800001.13900000.fasta	50348	900	262.405	200.928	1.11815	0.425717	0.0052118257	-0.0138582528	-0.0138582528
7	13900001	14000000	13950000.5	Oryza_barthii_pi.7.13900001.14000000.fasta	7126	96	19.3049	21.8433	-0.417019	0.472035	0.0027090794	Oryza_glaberrima_pi.7.13900001.14000000.fasta	6734	70	19.4985	15.6278	0.86924	0.47454	0.0028955301	-0.0688243823	-0.0688243823
7	14000001	14100000	14050000.5	Oryza_barthii_pi.7.14000001.14100000.fasta	29445	464	106.24	105.576	0.0231433	0.416338	0.0036080829	Oryza_glaberrima_pi.7.14000001.14100000.fasta	30939	451	94.8794	100.688	-0.210068	0.416944	0.0030666602	0.1500582675	0.1500582675
7	14100001	14200000	14150000.5	Oryza_barthii_pi.7.14100001.14200000.fasta	30995	350	69.8039	79.6369	-0.453287	0.400112	0.002252102	Oryza_glaberrima_pi.7.14100001.14200000.fasta	31914	353	69.8385	78.8086	-0.413691	0.402818	0.0021883343	0.0283147388	0.0283147388
7	14200001	14300000	14250000.5	Oryza_barthii_pi.7.14200001.14300000.fasta	31722	476	112.824	108.306	0.153491	0.415719	0.0035566484	Oryza_glaberrima_pi.7.14200001.14300000.fasta	33383	426	106.581	95.1062	0.439179	0.418248	0.0031926729	0.1023366457	0.1023366457
7	14300001	14400000	14350000.5	Oryza_barthii_pi.7.14300001.14400000.fasta	34614	605	150.053	137.658	0.331783	0.401666	0.0043350378	Oryza_glaberrima_pi.7.14300001.14400000.fasta	35634	589	156.527	131.497	0.694332	0.406665	0.0043926306	-0.0132854175	-0.0132854175
7	14400001	14500000	14450000.5	Oryza_barthii_pi.7.14400001.14500000.fasta	44676	1109	301.549	252.335	0.720345	0.439456	0.0067496866	Oryza_glaberrima_pi.7.14400001.14500000.fasta	44447	900	215.366	200.928	0.262592	0.439872	0.0048454564	0.2821212821	0.2821212821
7	14500001	14600000	14550000.5	Oryza_barthii_pi.7.14500001.14600000.fasta	92193	994	250.7	226.169	0.400471	0.406949	0.0027192954	Oryza_glaberrima_pi.7.14500001.14600000.fasta	92167	647	196.671	144.445	1.31952	0.407859	0.0021338549	0.2152912636	0.2152912636
7	14600001	14700000	14650000.5	Oryza_barthii_pi.7.14600001.14700000.fasta	94879	1693	380.027	385.215	-0.049789	0.420704	0.0040053858	Oryza_glaberrima_pi.7.14600001.14700000.fasta	94910	1011	317.825	225.71	1.49207	0.421323	0.0033486988	0.1639510079	0.1639510079
7	14700001	14800000	14750000.5	Oryza_barthii_pi.7.14700001.14800000.fasta	89960	1183	283.512	269.173	0.196787	0.409471	0.003151534	Oryza_glaberrima_pi.7.14700001.14800000.fasta	90106	831	243.341	185.524	1.13858	0.410035	0.0027006082	0.1430813821	0.1430813821
7	14800001	14900000	14850000.5	Oryza_barthii_pi.7.14800001.14900000.fasta	82203	2698	683.49	613.887	0.419463	0.434475	0.00831466	Oryza_glaberrima_pi.7.14800001.14900000.fasta	82225	1699	553.34	379.308	1.67957	0.435658	0.0067295835	0.1906363675	0.1906363675
7	14900001	15000000	14950000.5	Oryza_barthii_pi.7.14900001.15000000.fasta	71493	1880	511.863	427.764	0.726979	0.423829	0.007159624	Oryza_glaberrima_pi.7.14900001.15000000.fasta	71401	1310	381.494	292.463	1.11376	0.424201	0.0053429784	0.2537347806	0.2537347806
7	15000001	15100000	15050000.5	Oryza_barthii_pi.7.15000001.15100000.fasta	56077	1153	354.3	262.347	1.29471	0.400417	0.0063180983	Oryza_glaberrima_pi.7.15000001.15100000.fasta	50919	504	131.988	112.52	0.630545	0.399962	0.0025921169	0.5897314735	0.5897314735
7	15100001	15200000	15150000.5	Oryza_barthii_pi.7.15100001.15200000.fasta	45016	942	240.542	214.337	0.451346	0.430237	0.0053434779	Oryza_glaberrima_pi.7.15100001.15200000.fasta	46393	870	243.485	194.231	0.92663	0.433061	0.0052483133	0.017809478	0.017809478
7	15200001	15300000	15250000.5	Oryza_barthii_pi.7.15200001.15300000.fasta	92095	1501	451.139	341.528	1.18625	0.414847	0.0048986264	Oryza_glaberrima_pi.7.15200001.15300000.fasta	92170	972	294.699	217.003	1.30884	0.414995	0.0031973419	0.3472982842	0.3472982842
7	15300001	15400000	15350000.5	Oryza_barthii_pi.7.15300001.15400000.fasta	80312	958	226.252	217.978	0.140142	0.401261	0.0028171631	Oryza_glaberrima_pi.7.15300001.15400000.fasta	79341	630	146.385	140.65	0.148782	0.401878	0.0018450108	0.3450820083	0.3450820083
7	15400001	15500000	15450000.5	Oryza_barthii_pi.7.15400001.15500000.fasta	58094	502	95.4836	114.222	-0.603873	0.424018	0.0016436052	Oryza_glaberrima_pi.7.15400001.15500000.fasta	57574	355	97.8282	79.2551	0.851788	0.424983	0.0016991732	-0.033808634	-0.033808634
7	15500001	15600000	15550000.5	Oryza_barthii_pi.7.15500001.15600000.fasta	65213	968	237.878	220.253	0.295444	0.401049	0.0036477083	Oryza_glaberrima_pi.7.15500001.15600000.fasta	66053	785	210.555	175.254	0.735743	0.402873	0.0031876675	0.1261177607	0.1261177607
7	15600001	15700000	15650000.5	Oryza_barthii_pi.7.15600001.15700000.fasta	68880	710	140.595	161.549	-0.478305	0.41761	0.0020411585	Oryza_glaberrima_pi.7.15600001.15700000.fasta	69642	488	93.3038	108.948	-0.523199	0.418478	0.0013397634	0.3436260157	0.3436260157
7	15700001	15800000	15750000.5	Oryza_barthii_pi.7.15700001.15800000.fasta	67721	783	166.415	178.159	-0.243183	0.411215	0.0024573618	Oryza_glaberrima_pi.7.15700001.15800000.fasta	68158	524	115.829	116.985	-0.0360244	0.410949	0.001699419	0.3084376174	0.3084376174
7	15800001	15900000	15850000.5	Oryza_barthii_pi.7.15800001.15900000.fasta	76210	1584	453.242	360.414	0.952092	0.422283	0.0059472773	Oryza_glaberrima_pi.7.15800001.15900000.fasta	75796	1139	320.696	254.286	0.955139	0.423043	0.0042310412	0.2885750856	0.2885750856
7	15900001	16000000	15950000.5	Oryza_barthii_pi.7.15900001.16000000.fasta	89100	1118	288.207	254.383	0.491113	0.406637	0.0032346465	Oryza_glaberrima_pi.7.15900001.16000000.fasta	89362	535	127.476	119.441	0.245253	0.407521	0.0014265124	0.5589897062	0.5589897062
7	16000001	16100000	16050000.5	Oryza_barthii_pi.7.16000001.16100000.fasta	87134	1463	442.282	332.882	1.21466	0.415518	0.0050758831	Oryza_glaberrima_pi.7.16000001.16100000.fasta	87286	646	151.693	144.222	0.189053	0.416139	0.0017378847	0.657619253	0.657619253
7	16100001	16200000	16150000.5	Oryza_barthii_pi.7.16100001.16200000.fasta	72155	2529	667.762	575.433	0.593553	0.432602	0.0092545492	Oryza_glaberrima_pi.7.16100001.16200000.fasta	71302	1888	537.919	421.503	1.01124	0.434401	0.0075442344	0.1848080125	0.1848080125
7	16200001	16300000	16250000.5	Oryza_barthii_pi.7.16200001.16300000.fasta	88708	1090	232.165	248.012	-0.235981	0.413447	0.0026171822	Oryza_glaberrima_pi.7.16200001.16300000.fasta	88393	535	122.064	119.441	0.0800795	0.414277	0.0013809238	0.4723623673	0.4723623673
7	16300001	16400000	16350000.5	Oryza_barthii_pi.7.16300001.16400000.fasta	89799	1374	306.457	312.632	-0.0729826	0.420164	0.0034126995	Oryza_glaberrima_pi.7.16300001.16400000.fasta	87189	1018	257.904	227.272	0.49276	0.422147	0.0029579878	0.1332410478	0.1332410478
7	16400001	16500000	16450000.5	Oryza_barthii_pi.7.16400001.16500000.fasta	73165	1122	344.591	255.293	1.29196	0.407303	0.0047097793	Oryza_glaberrima_pi.7.16400001.16500000.fasta	73490	833	300.041	185.97	2.24099	0.407797	0.004082746	0.1331343315	0.1331343315
7	16500001	16600000	16550000.5	Oryza_barthii_pi.7.16500001.16600000.fasta	78362	1651	400.851	375.659	0.247923	0.41388	0.0051153748	Oryza_glaberrima_pi.7.16500001.16600000.fasta	79329	996	308.482	222.361	1.4159	0.414599	0.003888641	0.2398130872	0.2398130872
7	16600001	16700000	16650000.5	Oryza_barthii_pi.7.16600001.16700000.fasta	66003	623	126.91	141.754	-0.385923	0.399318	0.0019227914	Oryza_glaberrima_pi.7.16600001.16700000.fasta	66245	398	116.245	88.855	1.1215	0.400472	0.0017547739	0.0873820447	0.0873820447
7	16700001	16800000	16750000.5	Oryza_barthii_pi.7.16700001.16800000.fasta	61225	1863	402.144	423.896	-0.189746	0.432118	0.0065682973	Oryza_glaberrima_pi.7.16700001.16800000.fasta	60826	1314	424.305	293.356	1.63317	0.434102	0.0069757176	-0.0620283066	-0.0620283066
7	16800001	16900000	16850000.5	Oryza_barthii_pi.7.16800001.16900000.fasta	86673	1648	348.526	374.976	-0.260768	0.416053	0.00402116	Oryza_glaberrima_pi.7.16800001.16900000.fasta	84865	741	218.191	165.431	1.16463	0.417388	0.0025710364	0.360623214	0.360623214
7	16900001	17000000	16950000.5	Oryza_barthii_pi.7.16900001.17000000.fasta	93416	1122	241.974	255.293	-0.192708	0.401691	0.0025902843	Oryza_glaberrima_pi.7.16900001.17000000.fasta	93381	516	141.45	115.199	0.830578	0.402228	0.0015147621	0.4152139624	0.4152139624
7	17000001	17100000	17050000.5	Oryza_barthii_pi.7.17000001.17100000.fasta	50798	549	147.33	124.916	0.660832	0.40987	0.002900311	Oryza_glaberrima_pi.7.17000001.17100000.fasta	51182	387	113.857	86.3993	1.15599	0.414877	0.0022245516	0.2329955054	0.2329955054
7	17100001	17200000	17150000.5	Oryza_barthii_pi.7.17100001.17200000.fasta	70332	1010	264.598	229.809	0.55897	0.405791	0.0037621282	Oryza_glaberrima_pi.7.17100001.17200000.fasta	70384	643	196.332	143.552	1.34177	0.406351	0.0027894408	0.2585471202	0.2585471202
7	17200001	17300000	17250000.5	Oryza_barthii_pi.7.17200001.17300000.fasta	88792	1119	269.862	254.611	0.221254	0.415784	0.0030392603	Oryza_glaberrima_pi.7.17200001.17300000.fasta	88918	744	229.241	166.101	1.38817	0.417207	0.0025781169	0.1517288197	0.1517288197
7	17300001	17400000	17350000.5	Oryza_barthii_pi.7.17300001.17400000.fasta	84294	1529	430.989	347.899	0.8828	0.403212	0.0051129262	Oryza_glaberrima_pi.7.17300001.17400000.fasta	84249	1067	365.299	238.212	1.95081	0.403555	0.0043359446	0.1519641626	0.1519641626
7	17400001	17500000	17450000.5	Oryza_barthii_pi.7.17400001.17500000.fasta	88839	1146	281.268	260.754	0.290593	0.42212	0.0031660419	Oryza_glaberrima_pi.7.17400001.17500000.fasta	89072	785	253.565	175.254	1.63215	0.422548	0.002846742	0.1008514686	0.1008514686
7	17500001	17600000	17550000.5	Oryza_barthii_pi.7.17500001.17600000.fasta	70822	759	134.898	172.698	-0.807379	0.405705	0.0019047471	Oryza_glaberrima_pi.7.17500001.17600000.fasta	70618	404	93.5852	90.1946	0.136787	0.406387	0.0013252315	0.304248045	0.304248045
7	17600001	17700000	17650000.5	Oryza_barthii_pi.7.17600001.17700000.fasta	81209	1334	268.71	303.53	-0.423905	0.404952	0.0033088697	Oryza_glaberrima_pi.7.17600001.17700000.fasta	81047	965	231.073	215.44	0.265258	0.405002	0.0028510987	0.1383466265	0.1383466265
7	17700001	17800000	17750000.5	Oryza_barthii_pi.7.17700001.17800000.fasta	88198	1220	327.081	277.591	0.658641	0.403162	0.0037084855	Oryza_glaberrima_pi.7.17700001.17800000.fasta	88238	955	282.135	213.207	1.18172	0.404029	0.0031974319	0.1378065289	0.1378065289
7	17800001	17900000	17850000.5	Oryza_barthii_pi.7.17800001.17900000.fasta	78790	801	223.448	182.255	0.833902	0.402699	0.0028359944	Oryza_glaberrima_pi.7.17800001.17900000.fasta	79768	650	136.059	145.115	-0.22775	0.40329	0.001705684	0.3985587651	0.3985587651
7	17900001	18000000	17950000.5	Oryza_barthii_pi.7.17900001.18000000.fasta	41804	489	102.215	111.264	-0.299322	0.434783	0.0024451009	Oryza_glaberrima_pi.7.17900001.18000000.fasta	41949	585	76.5663	130.604	-1.50919	0.434913	0.0018252235	0.2535181471	0.2535181471
7	18000001	18100000	18050000.5	Oryza_barthii_pi.7.18000001.18100000.fasta	41159	424	66.2776	96.4744	-1.15085	0.381404	0.0016102821	Oryza_glaberrima_pi.7.18000001.18100000.fasta	42030	144	22.3296	32.1486	-1.0959	0.382057	0.0005312777	0.6700716809	0.6700716809
7	18100001	18200000	18150000.5	Oryza_barthii_pi.7.18100001.18200000.fasta	64112	1246	374.431	283.507	1.1849	0.410045	0.0058402639	Oryza_glaberrima_pi.7.18100001.18200000.fasta	64523	856	196.149	191.105	0.0964328	0.410755	0.0030399857	0.479478019	0.479478019
7	18200001	18300000	18250000.5	Oryza_barthii_pi.7.18200001.18300000.fasta	64660	470	122.396	106.941	0.531735	0.42223	0.0018929168	Oryza_glaberrima_pi.7.18200001.18300000.fasta	64466	321	75.0207	71.6645	0.170062	0.422967	0.0011637251	0.3852212273	0.3852212273
7	18300001	18400000	18350000.5	Oryza_barthii_pi.7.18300001.18400000.fasta	63116	580	123.145	131.97	-0.246358	0.415872	0.0019510901	Oryza_glaberrima_pi.7.18300001.18400000.fasta	63384	453	93.8288	101.134	-0.263057	0.417013	0.0014803231	0.2412840683	0.2412840683
7	18400001	18500000	18450000.5	Oryza_barthii_pi.7.18400001.18500000.fasta	53022	542	120.917	123.323	-0.0718504	0.438357	0.0022805062	Oryza_glaberrima_pi.7.18400001.18500000.fasta	53594	502	103.504	112.073	-0.278668	0.439157	0.001931261	0.1531437372	0.1531437372
7	18500001	18600000	18550000.5	Oryza_barthii_pi.7.18500001.18600000.fasta	94409	616	97.8026	140.161	-1.1137	0.408502	0.0010359457	Oryza_glaberrima_pi.7.18500001.18600000.fasta	94337	637	125.369	142.213	-0.432224	0.409181	0.0013289483	-0.2828358784	-0.2828358784
7	18600001	18700000	18650000.5	Oryza_barthii_pi.7.18600001.18700000.fasta	89087	718	156.13	163.369	-0.163416	0.427708	0.0017525565	Oryza_glaberrima_pi.7.18600001.18700000.fasta	89230	518	130.489	115.646	0.467845	0.429023	0.0014623893	0.1655679349	0.1655679349
7	18700001	18800000	18750000.5	Oryza_barthii_pi.7.18700001.18800000.fasta	75378	759	206.4	172.698	0.719845	0.411362	0.0027381995	Oryza_glaberrima_pi.7.18700001.18800000.fasta	75700	501	99.4386	111.85	-0.40439	0.412156	0.0013135878	0.5202731361	0.5202731361
7	18800001	18900000	18850000.5	Oryza_barthii_pi.7.18800001.18900000.fasta	82169	1495	354.052	340.163	0.150913	0.438455	0.0043088269	Oryza_glaberrima_pi.7.18800001.18900000.fasta	82194	1508	333.039	336.667	-0.0394388	0.440706	0.0040518651	0.0596361456	0.0596361456
7	18900001	19000000	18950000.5	Oryza_barthii_pi.7.18900001.19000000.fasta	66179	982	251.514	223.438	0.463929	0.409604	0.0038005107	Oryza_glaberrima_pi.7.18900001.19000000.fasta	69757	970	224.366	216.556	0.131824	0.410079	0.0032163941	0.1536942593	0.1536942593
7	19000001	19100000	19050000.5	Oryza_barthii_pi.7.19000001.19100000.fasta	84552	1660	503.171	377.706	1.22803	0.452191	0.0059510242	Oryza_glaberrima_pi.7.19000001.19100000.fasta	83470	1264	369.737	282.193	1.1349	0.452969	0.0044295795	0.255660988	0.255660988
7	19100001	19200000	19150000.5	Oryza_barthii_pi.7.19100001.19200000.fasta	75671	920	209.777	209.331	0.00785558	0.403889	0.0027722245	Oryza_glaberrima_pi.7.19100001.19200000.fasta	75939	796	202.263	177.71	0.50469	0.40514	0.0026634931	0.0392217266	0.0392217266
7	19200001	19300000	19250000.5	Oryza_barthii_pi.7.19200001.19300000.fasta	84953	537	110.047	122.186	-0.365843	0.409533	0.0012953869	Oryza_glaberrima_pi.7.19200001.19300000.fasta	84954	361	78.709	80.5947	-0.0850548	0.409921	0.0009264896	0.284777654	0.284777654
7	19300001	19400000	19350000.5	Oryza_barthii_pi.7.19300001.19400000.fasta	96213	1370	305.177	311.722	-0.0775805	0.415749	0.0031718895	Oryza_glaberrima_pi.7.19300001.19400000.fasta	96141	727	169.327	162.306	0.15797	0.416962	0.0017612361	0.4447359762	0.4447359762
7	19400001	19500000	19450000.5	Oryza_barthii_pi.7.19400001.19500000.fasta	77309	987	232.786	224.576	0.134977	0.445912	0.0030111113	Oryza_glaberrima_pi.7.19400001.19500000.fasta	77242	665	148.439	148.464	-0.000600366	0.446933	0.0019217395	0.3617839709	0.3617839709
7	19500001	19600000	19550000.5	Oryza_barthii_pi.7.19500001.19600000.fasta	73665	707	147.509	160.867	-0.306189	0.41255	0.0020024299	Oryza_glaberrima_pi.7.19500001.19600000.fasta	73824	471	98.4579	105.153	-0.23192	0.413227	0.0013336842	0.3339671192	0.3339671192
7	19600001	19700000	19650000.5	Oryza_barthii_pi.7.19600001.19700000.fasta	81784	747	163.084	169.968	-0.149384	0.441955	0.001994082	Oryza_glaberrima_pi.7.19600001.19700000.fasta	81875	571	142.406	127.478	0.427088	0.443313	0.0017393099	0.1277640799	0.1277640799
7	19700001	19800000	19750000.5	Oryza_barthii_pi.7.19700001.19800000.fasta	58657	486	117.14	110.582	0.218257	0.422467	0.0019970336	Oryza_glaberrima_pi.7.19700001.19800000.fasta	59282	394	93.2542	87.962	0.218877	0.423815	0.001573061	0.2123012046	0.2123012046
7	19800001	19900000	19850000.5	Oryza_barthii_pi.7.19800001.19900000.fasta	60139	475	113.745	108.079	0.192905	0.397483	0.0018913683	Oryza_glaberrima_pi.7.19800001.19900000.fasta	59859	308	61.7209	68.7622	-0.371694	0.398508	0.0010311048	0.4548366141	0.4548366141
7	19900001	20000000	19950000.5	Oryza_barthii_pi.7.19900001.20000000.fasta	92281	1039	255.347	236.408	0.295831	0.442425	0.0027670593	Oryza_glaberrima_pi.7.19900001.20000000.fasta	92277	596	179.647	133.059	1.27724	0.444055	0.0019468232	0.296428831	0.296428831
7	20000001	20100000	20050000.5	Oryza_barthii_pi.7.20000001.20100000.fasta	79635	1280	340.623	291.243	0.626449	0.431709	0.0042773027	Oryza_glaberrima_pi.7.20000001.20100000.fasta	79500	778	231.675	173.692	1.21932	0.432545	0.0029141509	0.3186942444	0.3186942444
7	20100001	20200000	20150000.5	Oryza_barthii_pi.7.20100001.20200000.fasta	76350	646	145.371	146.987	-0.0405287	0.414104	0.0019040079	Oryza_glaberrima_pi.7.20100001.20200000.fasta	76344	446	61.9841	99.5712	-1.37459	0.415303	0.0008119053	0.5735808969	0.5735808969
7	20200001	20300000	20250000.5	Oryza_barthii_pi.7.20200001.20300000.fasta	49344	785	247.561	178.614	1.42405	0.422949	0.0050170436	Oryza_glaberrima_pi.7.20200001.20300000.fasta	49382	587	77.1539	131.05	-1.50014	0.425035	0.0015623891	0.6885837058	0.6885837058
7	20300001	20400000	20350000.5	Oryza_barthii_pi.7.20300001.20400000.fasta	68641	831	240.434	189.081	1.00217	0.392423	0.0035027753	Oryza_glaberrima_pi.7.20300001.20400000.fasta	68130	471	124.903	105.153	0.684194	0.394629	0.001833304	0.4766138802	0.4766138802
7	20400001	20500000	20450000.5	Oryza_barthii_pi.7.20400001.20500000.fasta	59207	841	263.428	191.356	1.38986	0.403576	0.0044492712	Oryza_glaberrima_pi.7.20400001.20500000.fasta	59406	624	150.259	139.31	0.286768	0.404232	0.0025293573	0.4315119961	0.4315119961
7	20500001	20600000	20550000.5	Oryza_barthii_pi.7.20500001.20600000.fasta	82944	1311	249.672	298.297	-0.602325	0.408123	0.0030101273	Oryza_glaberrima_pi.7.20500001.20600000.fasta	83167	702	147.882	156.724	-0.205975	0.410612	0.0017781332	0.4092830742	0.4092830742
7	20600001	20700000	20650000.5	Oryza_barthii_pi.7.20600001.20700000.fasta	70926	1001	297.697	227.762	1.13375	0.433551	0.0041972901	Oryza_glaberrima_pi.7.20600001.20700000.fasta	70981	886	258.577	197.803	1.12279	0.434102	0.0036429044	0.1320818139	0.1320818139
7	20700001	20800000	20750000.5	Oryza_barthii_pi.7.20700001.20800000.fasta	83737	496	79.7587	112.857	-1.07946	0.415036	0.0009524905	Oryza_glaberrima_pi.7.20700001.20800000.fasta	84154	352	38.348	78.5854	-1.86093	0.415707	0.0004556884	0.5215822481	0.5215822481
7	20800001	20900000	20850000.5	Oryza_barthii_pi.7.20800001.20900000.fasta	65810	949	354.772	215.93	2.37376	0.428279	0.0053908525	Oryza_glaberrima_pi.7.20800001.20900000.fasta	65866	907	283.379	202.491	1.45991	0.421379	0.0043023563	0.2019154047	0.2019154047
7	20900001	21000000	20950000.5	Oryza_barthii_pi.7.20900001.21000000.fasta	74743	1606	466.445	365.42	1.022	0.424481	0.0062406513	Oryza_glaberrima_pi.7.20900001.21000000.fasta	74808	986	366.822	220.128	2.43616	0.425538	0.004903513	0.2142626212	0.2142626212
7	21000001	21100000	21050000.5	Oryza_barthii_pi.7.21000001.21100000.fasta	55832	934	291.744	212.517	1.37621	0.437325	0.0052253905	Oryza_glaberrima_pi.7.21000001.21100000.fasta	56313	741	210.434	165.431	0.993414	0.43871	0.0037368636	0.2848642351	0.2848642351
7	21100001	21200000	21150000.5	Oryza_barthii_pi.7.21100001.21200000.fasta	71782	1994	600.891	453.703	1.19972	0.446627	0.008371054	Oryza_glaberrima_pi.7.21100001.21200000.fasta	69555	1773	375.854	395.829	-0.18475	0.448167	0.0054036949	0.3544785517	0.3544785517
7	21200001	21300000	21250000.5	Oryza_barthii_pi.7.21200001.21300000.fasta	69499	2292	600.039	521.508	0.556991	0.438248	0.0086337789	Oryza_glaberrima_pi.7.21200001.21300000.fasta	69439	1526	268.566	340.685	-0.774759	0.436697	0.0038676536	0.5520323525	0.5520323525
7	21300001	21400000	21350000.5	Oryza_barthii_pi.7.21300001.21400000.fasta	84222	2691	750.034	612.294	0.83225	0.423484	0.0089054404	Oryza_glaberrima_pi.7.21300001.21400000.fasta	84104	1235	139.469	275.719	-1.80769	0.422601	0.0016582921	0.8137888703	0.8137888703
7	21400001	21500000	21450000.5	Oryza_barthii_pi.7.21400001.21500000.fasta	66975	2840	653.45	646.196	0.0415324	0.422337	0.0097566256	Oryza_glaberrima_pi.7.21400001.21500000.fasta	66661	1011	142.825	225.71	-1.34254	0.421585	0.0021425571	0.7803997813	0.7803997813
