name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC
Oryza_barthii_pi.3.33000001.33100000.fasta	97767	790	198.917	179.752	0.393352	0.42802
Oryza_barthii_pi.3.3300001.3400000.fasta	82343	902	259.755	205.236	0.9805	0.44712
Oryza_barthii_pi.3.33100001.33200000.fasta	96411	924	237.171	210.241	0.472832	0.424141
Oryza_barthii_pi.3.33200001.33300000.fasta	90890	1020	206.099	232.085	-0.413443	0.431279
Oryza_barthii_pi.3.33300001.33400000.fasta	96163	979	187.981	222.756	-0.576371	0.432392
Oryza_barthii_pi.3.33400001.33500000.fasta	83620	548	102.911	124.689	-0.643226	0.4233
Oryza_barthii_pi.3.33500001.33600000.fasta	98039	462	69.1122	105.121	-1.26022	0.424067
Oryza_barthii_pi.3.33600001.33700000.fasta	84982	704	131.258	160.184	-0.665898	0.423661
Oryza_barthii_pi.3.33700001.33800000.fasta	93395	729	179.181	165.872	0.295909	0.43214
Oryza_barthii_pi.3.33800001.33900000.fasta	66288	633	109.49	144.029	-0.883849	0.419903
Oryza_barthii_pi.3.33900001.34000000.fasta	92228	722	141.108	164.28	-0.52017	0.405014
Oryza_barthii_pi.3.34000001.34100000.fasta	78921	1112	266.308	253.018	0.194011	0.412175
Oryza_barthii_pi.3.3400001.3500000.fasta	86861	944	302.785	214.792	1.51235	0.42062
Oryza_barthii_pi.3.34100001.34200000.fasta	67067	787	186.069	179.069	0.144217	0.433332
Oryza_barthii_pi.3.34200001.34300000.fasta	91150	661	159.695	150.4	0.227835	0.434388
Oryza_barthii_pi.3.34300001.34400000.fasta	96407	946	243.598	215.247	0.486244	0.440474
Oryza_barthii_pi.3.34400001.34500000.fasta	93570	719	209.822	163.597	1.04201	0.432154
Oryza_barthii_pi.3.34500001.34600000.fasta	93164	607	134.161	138.113	-0.105451	0.436532
Oryza_barthii_pi.3.34600001.34700000.fasta	93969	640	185.366	145.622	1.00597	0.42763
Oryza_barthii_pi.3.34700001.34800000.fasta	93137	968	293.675	220.253	1.23072	0.417663
Oryza_barthii_pi.3.34800001.34900000.fasta	81559	1287	363.517	292.836	0.891827	0.452056
Oryza_barthii_pi.3.34900001.35000000.fasta	93556	532	113.484	121.048	-0.230104	0.419788
Oryza_barthii_pi.3.35000001.35100000.fasta	86416	660	148.787	150.172	-0.0340214	0.418455
Oryza_barthii_pi.3.3500001.3600000.fasta	78524	459	90.8497	104.438	-0.478651	0.441558
Oryza_barthii_pi.3.35100001.35200000.fasta	95718	841	200.42	191.356	0.174786	0.423901
Oryza_barthii_pi.3.35200001.35300000.fasta	81480	1002	202.671	227.989	-0.410037	0.438026
Oryza_barthii_pi.3.35300001.35400000.fasta	81746	1474	326.427	335.385	-0.0987175	0.442
Oryza_barthii_pi.3.35400001.35500000.fasta	89920	1804	374.549	410.471	-0.323583	0.427466
Oryza_barthii_pi.3.35500001.35600000.fasta	90624	1171	242.22	266.442	-0.335826	0.423012
Oryza_barthii_pi.3.35600001.35700000.fasta	73514	1496	355.591	340.391	0.165056	0.424464
Oryza_barthii_pi.3.35700001.35800000.fasta	71931	1059	232.229	240.958	-0.133782	0.424253
Oryza_barthii_pi.3.35800001.35900000.fasta	95718	479	112.739	108.989	0.126623	0.42763
Oryza_barthii_pi.3.35900001.36000000.fasta	77970	994	317.798	226.169	1.49586	0.445741
Oryza_barthii_pi.3.36000001.36100000.fasta	79159	1289	316.592	293.291	0.293542	0.419832
Oryza_barthii_pi.3.3600001.3700000.fasta	93864	499	104.722	113.539	-0.285852	0.431927
Oryza_barthii_pi.3.36100001.36200000.fasta	87949	1104	266.673	251.198	0.227543	0.421641
Oryza_barthii_pi.3.36200001.36300000.fasta	89071	658	173.562	149.717	0.587097	0.431003
Oryza_barthii_pi.3.36300001.36400000.fasta	92204	877	242.663	199.547	0.797445	0.419378
Oryza_barthii_pi.3.3700001.3800000.fasta	93048	642	143.352	146.077	-0.0687668	0.434365
Oryza_barthii_pi.3.3800001.3900000.fasta	85738	706	138.748	160.639	-0.502519	0.430346
Oryza_barthii_pi.3.3900001.4000000.fasta	59708	413	77.5826	93.9715	-0.64112	0.442372
Oryza_barthii_pi.3.4000001.4100000.fasta	90191	611	106.109	139.023	-0.87243	0.442444
Oryza_barthii_pi.3.400001.500000.fasta	82200	553	124.914	125.826	-0.0267085	0.418109
Oryza_barthii_pi.3.4100001.4200000.fasta	92762	742	159.185	168.83	-0.210709	0.445476
Oryza_barthii_pi.3.4200001.4300000.fasta	86225	696	160.659	158.364	0.0534497	0.436369
Oryza_barthii_pi.3.4300001.4400000.fasta	96965	958	190.197	217.978	-0.47051	0.406422
Oryza_barthii_pi.3.4400001.4500000.fasta	94430	1245	346.779	283.28	0.828175	0.440974
Oryza_barthii_pi.3.4500001.4600000.fasta	96978	747	154.39	169.968	-0.338063	0.41728
Oryza_barthii_pi.3.4600001.4700000.fasta	89506	1307	259.318	297.387	-0.473003	0.438894
Oryza_barthii_pi.3.4700001.4800000.fasta	92141	906	159.052	206.146	-0.843239	0.440927
Oryza_barthii_pi.3.4800001.4900000.fasta	94656	827	173.143	188.171	-0.29469	0.430876
Oryza_barthii_pi.3.4900001.5000000.fasta	89109	959	235.826	218.205	0.298137	0.426065
Oryza_barthii_pi.3.5000001.5100000.fasta	90929	744	137.203	169.285	-0.699014	0.430624
Oryza_barthii_pi.3.500001.600000.fasta	73075	662	134.863	150.627	-0.38582	0.4328
Oryza_barthii_pi.3.5100001.5200000.fasta	95483	631	101.515	143.574	-1.07968	0.442885
Oryza_barthii_pi.3.5200001.5300000.fasta	93795	669	142.054	152.22	-0.246218	0.45181
Oryza_barthii_pi.3.5300001.5400000.fasta	63047	380	84.933	86.4629	-0.0650047	0.442807
Oryza_barthii_pi.3.5400001.5500000.fasta	97047	685	146.288	155.861	-0.226462	0.438999
Oryza_barthii_pi.3.5500001.5600000.fasta	95163	579	122.003	131.742	-0.27235	0.43542
Oryza_barthii_pi.3.5600001.5700000.fasta	92925	593	119.51	134.928	-0.42102	0.433575
Oryza_barthii_pi.3.5700001.5800000.fasta	96625	658	162.843	149.717	0.32319	0.408106
Oryza_barthii_pi.3.5800001.5900000.fasta	95763	590	118.808	134.245	-0.423661	0.436688
Oryza_barthii_pi.3.5900001.6000000.fasta	96721	294	60.5378	66.895	-0.348291	0.412841
Oryza_barthii_pi.3.6000001.6100000.fasta	96013	611	137.302	139.023	-0.0456243	0.415636
Oryza_barthii_pi.3.600001.700000.fasta	82012	844	250.373	192.039	1.12096	0.421732
Oryza_barthii_pi.3.6100001.6200000.fasta	84586	875	168.38	199.092	-0.569327	0.440904
Oryza_barthii_pi.3.6200001.6300000.fasta	91686	1077	222.989	245.054	-0.332536	0.448394
Oryza_barthii_pi.3.6300001.6400000.fasta	94237	871	168.788	198.182	-0.547385	0.448551
Oryza_barthii_pi.3.6400001.6500000.fasta	94702	1074	198.741	244.371	-0.689595	0.446006
Oryza_barthii_pi.3.6500001.6600000.fasta	90248	849	161.735	193.176	-0.600631	0.436461
Oryza_barthii_pi.3.6600001.6700000.fasta	82668	786	131.139	178.842	-0.984022	0.442529
Oryza_barthii_pi.3.6700001.6800000.fasta	88340	771	142.749	175.429	-0.687187	0.426399
Oryza_barthii_pi.3.6800001.6900000.fasta	93033	717	129.245	163.142	-0.766242	0.42618
Oryza_barthii_pi.3.6900001.7000000.fasta	96290	792	146.388	180.207	-0.692355	0.426221
Oryza_barthii_pi.3.7000001.7100000.fasta	96949	839	147.928	190.901	-0.830675	0.452093
Oryza_barthii_pi.3.700001.800000.fasta	94604	488	110.38	111.037	-0.0217492	0.43451
Oryza_barthii_pi.3.7100001.7200000.fasta	73973	674	163.084	153.358	0.233828	0.440751
Oryza_barthii_pi.3.7200001.7300000.fasta	93729	793	204.024	180.434	0.482324	0.430848
Oryza_barthii_pi.3.7300001.7400000.fasta	91006	711	146.85	161.777	-0.340259	0.441734
Oryza_barthii_pi.3.7400001.7500000.fasta	73537	436	105.344	99.2048	0.227591	0.43696
Oryza_barthii_pi.3.7500001.7600000.fasta	72374	271	44.7047	61.6617	-1.00698	0.444794
Oryza_barthii_pi.3.7600001.7700000.fasta	93722	679	126.767	154.496	-0.661715	0.463535
Oryza_barthii_pi.3.7700001.7800000.fasta	96294	652	133.61	148.352	-0.366319	0.439958
Oryza_barthii_pi.3.7800001.7900000.fasta	93416	632	133.816	143.801	-0.255922	0.440783
Oryza_barthii_pi.3.7900001.8000000.fasta	92630	715	146.853	162.687	-0.358911	0.431654
Oryza_barthii_pi.3.8000001.8100000.fasta	96305	1048	206.512	238.456	-0.494698	0.433681
Oryza_barthii_pi.3.800001.900000.fasta	80583	707	165.726	160.867	0.11139	0.436293
Oryza_barthii_pi.3.8100001.8200000.fasta	91624	650	107.21	147.897	-1.01407	0.440695
Oryza_barthii_pi.3.8200001.8300000.fasta	73942	509	89.7287	115.815	-0.829169	0.43572
Oryza_barthii_pi.3.8300001.8400000.fasta	86525	762	161.373	173.381	-0.255472	0.454814
Oryza_barthii_pi.3.8400001.8500000.fasta	77101	598	143.595	136.065	0.203895	0.451381
Oryza_barthii_pi.3.8500001.8600000.fasta	84539	460	95.6546	104.666	-0.316728	0.41048
Oryza_barthii_pi.3.8600001.8700000.fasta	84560	744	166.59	169.285	-0.058728	0.440088
Oryza_barthii_pi.3.8700001.8800000.fasta	97915	492	88.9993	111.947	-0.754449	0.424667
Oryza_barthii_pi.3.8800001.8900000.fasta	97107	590	127.101	134.245	-0.196069	0.43824
Oryza_barthii_pi.3.8900001.9000000.fasta	75526	839	200.402	190.901	0.183656	0.448767
Oryza_barthii_pi.3.9000001.9100000.fasta	83413	767	213.262	174.519	0.81892	0.478992
Oryza_barthii_pi.3.900001.1000000.fasta	85438	736	196.243	167.465	0.633803	0.455863
Oryza_barthii_pi.3.9100001.9200000.fasta	75501	1270	328.425	288.968	0.504503	0.434485
Oryza_barthii_pi.3.9200001.9300000.fasta	93281	1017	223.048	231.402	-0.133307	0.447053
Oryza_barthii_pi.3.9300001.9400000.fasta	90614	854	192.676	194.314	-0.0311066	0.44481
Oryza_barthii_pi.3.9400001.9500000.fasta	94951	620	110.854	141.071	-0.789375	0.445136
Oryza_barthii_pi.3.9500001.9600000.fasta	94998	770	141.975	175.201	-0.699583	0.418087
Oryza_barthii_pi.3.9600001.9700000.fasta	87794	586	131.829	133.335	-0.0416193	0.469375
Oryza_barthii_pi.3.9700001.9800000.fasta	96571	396	73.2532	90.1035	-0.687242	0.423037
Oryza_barthii_pi.3.9800001.9900000.fasta	92236	582	126.573	132.425	-0.162799	0.45746
Oryza_barthii_pi.3.9900001.10000000.fasta	96578	750	159.53	170.65	-0.240356	0.436368
Oryza_barthii_pi.4.10000001.10100000.fasta	69812	1304	297.17	296.704	0.00579602	0.440748
Oryza_barthii_pi.4.1000001.1100000.fasta	49548	322	61.2735	73.2659	-0.600445	0.452098
Oryza_barthii_pi.4.100001.200000.fasta	95303	1587	403.163	361.096	0.430639	0.412725
Oryza_barthii_pi.4.10100001.10200000.fasta	50689	1021	243.645	232.312	0.180135	0.449327
Oryza_barthii_pi.4.10200001.10300000.fasta	52899	1044	234.477	237.545	-0.0476959	0.418184
Oryza_barthii_pi.4.10300001.10400000.fasta	66663	1455	329.486	331.062	-0.0175883	0.426215
Oryza_barthii_pi.4.10400001.10500000.fasta	44666	721	164.305	164.052	0.00568106	0.439923
Oryza_barthii_pi.4.10500001.10600000.fasta	59754	1276	304.734	290.333	0.183259	0.43654
Oryza_barthii_pi.4.10600001.10700000.fasta	86038	1435	288.239	326.511	-0.433203	0.43534
Oryza_barthii_pi.4.10700001.10800000.fasta	79219	1866	449.507	424.578	0.217103	0.430605
Oryza_barthii_pi.4.10800001.10900000.fasta	63670	1589	367.79	361.551	0.0637858	0.464342
Oryza_barthii_pi.4.10900001.11000000.fasta	62500	766	145.541	174.291	-0.608494	0.415987
Oryza_barthii_pi.4.11000001.11100000.fasta	60738	1483	395.603	337.433	0.637165	0.459554
Oryza_barthii_pi.4.1.100000.fasta	53444	698	175.381	158.819	0.384523	0.421467
Oryza_barthii_pi.4.1100001.1200000.fasta	60867	714	169.671	162.459	0.16371	0.411548
Oryza_barthii_pi.4.11100001.11200000.fasta	47819	831	187.342	189.081	-0.0339385	0.419347
Oryza_barthii_pi.4.11200001.11300000.fasta	87960	1167	304.849	265.532	0.546957	0.414469
Oryza_barthii_pi.4.11300001.11400000.fasta	78794	1289	375.584	293.291	1.03673	0.402415
Oryza_barthii_pi.4.11400001.11500000.fasta	79110	1291	312.396	293.746	0.234585	0.42631
Oryza_barthii_pi.4.11500001.11600000.fasta	90059	1288	326.901	293.064	0.426613	0.401799
Oryza_barthii_pi.4.11600001.11700000.fasta	67135	966	222.293	219.798	0.0419136	0.404084
Oryza_barthii_pi.4.11700001.11800000.fasta	64882	570	135.969	129.694	0.17823	0.4293
Oryza_barthii_pi.4.11800001.11900000.fasta	79778	1468	345.727	334.02	0.129543	0.435909
Oryza_barthii_pi.4.11900001.12000000.fasta	29979	482	127.33	109.671	0.592535	0.37114
Oryza_barthii_pi.4.12000001.12100000.fasta	78873	1506	313.93	342.666	-0.309964	0.417291
Oryza_barthii_pi.4.1200001.1300000.fasta	61453	1378	355.848	313.542	0.498632	0.397757
Oryza_barthii_pi.4.12100001.12200000.fasta	58744	1294	239.428	294.429	-0.690236	0.42148
Oryza_barthii_pi.4.12200001.12300000.fasta	73433	832	159.744	189.308	-0.576261	0.415372
Oryza_barthii_pi.4.12300001.12400000.fasta	60345	1437	388.592	326.966	0.696575	0.405193
Oryza_barthii_pi.4.12400001.12500000.fasta	40985	360	76.6683	81.9122	-0.235078	0.408578
Oryza_barthii_pi.4.12500001.12600000.fasta	60005	716	178.651	162.914	0.35623	0.432638
Oryza_barthii_pi.4.12600001.12700000.fasta	65496	604	166.265	137.431	0.773106	0.387565
Oryza_barthii_pi.4.12700001.12800000.fasta	44158	471	106.223	107.169	-0.0324543	0.406927
Oryza_barthii_pi.4.12800001.12900000.fasta	34194	322	88.7798	73.2659	0.776762	0.392464
Oryza_barthii_pi.4.12900001.13000000.fasta	61927	1086	322.105	247.102	1.12102	0.391421
Oryza_barthii_pi.4.13000001.13100000.fasta	51351	998	255.465	227.079	0.461563	0.430968
Oryza_barthii_pi.4.1300001.1400000.fasta	62739	1621	501.536	368.833	1.33006	0.409186
Oryza_barthii_pi.4.13100001.13200000.fasta	68013	996	283.636	226.624	0.928881	0.419466
Oryza_barthii_pi.4.13200001.13300000.fasta	79405	1623	483.543	369.288	1.14375	0.404918
Oryza_barthii_pi.4.13300001.13400000.fasta	75420	2380	781.668	541.531	1.6403	0.412731
Oryza_barthii_pi.4.13400001.13500000.fasta	62887	1712	636.998	389.538	2.34865	0.399727
Oryza_barthii_pi.4.13500001.13600000.fasta	76035	1889	637.431	429.812	1.78619	0.42002
Oryza_barthii_pi.4.13600001.13700000.fasta	78999	2345	869.599	533.567	2.32953	0.405843
Oryza_barthii_pi.4.13700001.13800000.fasta	42321	883	279.648	200.912	1.44638	0.438891
Oryza_barthii_pi.4.13800001.13900000.fasta	61734	1711	630.398	389.311	2.2895	0.423462
Oryza_barthii_pi.4.13900001.14000000.fasta	69758	2107	666.203	479.414	1.44097	0.402922
Oryza_barthii_pi.4.14000001.14100000.fasta	81138	2186	707.423	497.389	1.56181	0.413724
Oryza_barthii_pi.4.1400001.1500000.fasta	79787	2623	838.351	596.822	1.49715	0.457133
Oryza_barthii_pi.4.14100001.14200000.fasta	53166	1904	547.779	433.225	0.977785	0.429801
Oryza_barthii_pi.4.14200001.14300000.fasta	60186	1559	361.561	354.725	0.0712339	0.414282
Oryza_barthii_pi.4.14300001.14400000.fasta	33653	149	42.518	33.9026	0.922039	0.395323
Oryza_barthii_pi.4.14400001.14500000.fasta	30349	286	59.7115	65.0747	-0.301968	0.405731
Oryza_barthii_pi.4.14500001.14600000.fasta	76129	652	167.283	148.352	0.470383	0.402353
Oryza_barthii_pi.4.14600001.14700000.fasta	82232	1153	295.527	262.347	0.467175	0.404252
Oryza_barthii_pi.4.14700001.14800000.fasta	71828	1129	222.415	256.886	-0.495639	0.409665
Oryza_barthii_pi.4.14800001.14900000.fasta	65842	819	231.378	186.35	0.891563	0.396846
Oryza_barthii_pi.4.14900001.15000000.fasta	42393	309	101.307	70.308	1.61672	0.406971
Oryza_barthii_pi.4.15000001.15100000.fasta	30637	380	88.2676	86.4629	0.0766771	0.379682
Oryza_barthii_pi.4.1500001.1600000.fasta	78609	1522	484.439	346.307	1.47435	0.422561
Oryza_barthii_pi.4.15100001.15200000.fasta	56567	507	131.263	115.36	0.507475	0.414164
Oryza_barthii_pi.4.15200001.15300000.fasta	61275	487	123.813	110.809	0.431897	0.399297
Oryza_barthii_pi.4.15300001.15400000.fasta	37442	577	192.734	131.287	1.7242	0.419569
Oryza_barthii_pi.4.15400001.15500000.fasta	64076	1390	373.65	316.272	0.67044	0.406804
Oryza_barthii_pi.4.15500001.15600000.fasta	50210	1192	296.052	271.22	0.338223	0.444256
Oryza_barthii_pi.4.15600001.15700000.fasta	2591	4	0.636672	0.910136	-0.694463	0.405227
Oryza_barthii_pi.4.15700001.15800000.fasta	2714	1	0.17316	0.227534	-0.328222	0.414419
Oryza_barthii_pi.4.15800001.15900000.fasta	57401	638	188.979	145.167	1.1124	0.40474
Oryza_barthii_pi.4.15900001.16000000.fasta	81566	1516	375.103	344.942	0.323202	0.413137
Oryza_barthii_pi.4.16000001.16100000.fasta	69417	1457	392.835	331.517	0.683614	0.403058
Oryza_barthii_pi.4.1600001.1700000.fasta	57134	1145	351.234	260.526	1.28607	0.399565
Oryza_barthii_pi.4.16100001.16200000.fasta	64959	1050	319.811	238.911	1.25049	0.387275
Oryza_barthii_pi.4.16200001.16300000.fasta	76528	1912	744.504	435.045	2.63037	0.415755
Oryza_barthii_pi.4.16300001.16400000.fasta	54136	1450	518.408	329.924	2.11145	0.415686
Oryza_barthii_pi.4.16400001.16500000.fasta	78483	2000	719.6	455.068	2.14971	0.404549
Oryza_barthii_pi.4.16500001.16600000.fasta	87933	1096	320.468	249.377	1.05288	0.40596
Oryza_barthii_pi.4.16600001.16700000.fasta	86052	670	131.102	152.448	-0.516205	0.397104
Oryza_barthii_pi.4.16700001.16800000.fasta	75574	849	202.318	193.176	0.17463	0.387483
Oryza_barthii_pi.4.16800001.16900000.fasta	88036	1252	298.457	284.873	0.17618	0.404826
Oryza_barthii_pi.4.16900001.17000000.fasta	59979	716	127.959	162.914	-0.791249	0.39497
Oryza_barthii_pi.4.17000001.17100000.fasta	72343	1158	253.64	263.484	-0.138007	0.419353
Oryza_barthii_pi.4.1700001.1800000.fasta	71243	1293	360.44	294.201	0.831911	0.410546
Oryza_barthii_pi.4.17100001.17200000.fasta	70749	1253	277.246	285.1	-0.101778	0.451042
Oryza_barthii_pi.4.17200001.17300000.fasta	74583	1111	257.136	252.79	0.0634997	0.402295
Oryza_barthii_pi.4.17300001.17400000.fasta	77672	1011	248.915	230.037	0.303027	0.436444
Oryza_barthii_pi.4.17400001.17500000.fasta	82964	1561	362.381	355.181	0.0749344	0.420587
Oryza_barthii_pi.4.17500001.17600000.fasta	51450	417	74.7978	94.8817	-0.778182	0.434155
Oryza_barthii_pi.4.17600001.17700000.fasta	57817	1354	328.27	308.081	0.242159	0.420266
Oryza_barthii_pi.4.17700001.17800000.fasta	49794	985	212.386	224.121	-0.193315	0.397406
Oryza_barthii_pi.4.17800001.17900000.fasta	45993	1899	602.687	432.087	1.45999	0.432121
Oryza_barthii_pi.4.17900001.18000000.fasta	49268	747	268.229	169.968	2.13234	0.358786
Oryza_barthii_pi.4.18000001.18100000.fasta	66866	3136	950.948	713.547	1.23108	0.408397
Oryza_barthii_pi.4.1800001.1900000.fasta	69710	774	192.562	176.111	0.344584	0.402765
Oryza_barthii_pi.4.18100001.18200000.fasta	69456	1954	645.649	444.601	1.67221	0.394219
Oryza_barthii_pi.4.18200001.18300000.fasta	69267	1512	545.145	344.031	2.16075	0.42482
Oryza_barthii_pi.4.18300001.18400000.fasta	79087	890	268.637	202.505	1.20533	0.404491
Oryza_barthii_pi.4.18400001.18500000.fasta	69169	510	108.519	116.042	-0.23867	0.413642
Oryza_barthii_pi.4.18500001.18600000.fasta	70559	595	134.857	135.383	-0.0143179	0.392072
Oryza_barthii_pi.4.18600001.18700000.fasta	84419	666	180.747	151.538	0.710599	0.383259
Oryza_barthii_pi.4.18700001.18800000.fasta	90080	959	224.674	218.205	0.109444	0.407763
Oryza_barthii_pi.4.18800001.18900000.fasta	53884	899	242.851	204.553	0.691059	0.448572
Oryza_barthii_pi.4.18900001.19000000.fasta	90486	888	224.937	202.05	0.41808	0.416029
Oryza_barthii_pi.4.19000001.19100000.fasta	78329	515	103.79	117.18	-0.420678	0.403966
Oryza_barthii_pi.4.1900001.2000000.fasta	27867	200	47.1819	45.5068	0.134248	0.410915
Oryza_barthii_pi.4.19100001.19200000.fasta	92482	707	177.125	160.867	0.372691	0.426986
Oryza_barthii_pi.4.19200001.19300000.fasta	95223	1321	272.799	300.572	-0.341441	0.420302
Oryza_barthii_pi.4.19300001.19400000.fasta	91814	1012	169.277	230.264	-0.977976	0.439377
Oryza_barthii_pi.4.19400001.19500000.fasta	91491	938	157.016	213.427	-0.97572	0.394336
Oryza_barthii_pi.4.19500001.19600000.fasta	95984	959	213.017	218.205	-0.0877772	0.389088
Oryza_barthii_pi.4.19600001.19700000.fasta	95770	1018	227.54	231.63	-0.0652007	0.398434
Oryza_barthii_pi.4.19700001.19800000.fasta	77507	722	161.776	164.28	-0.0562101	0.396821
Oryza_barthii_pi.4.19800001.19900000.fasta	81714	1265	328.714	287.83	0.524801	0.405517
Oryza_barthii_pi.4.19900001.20000000.fasta	95681	960	188.109	218.433	-0.512512	0.424628
Oryza_barthii_pi.4.20000001.20100000.fasta	93785	988	201.093	224.804	-0.389424	0.43929
Oryza_barthii_pi.4.2000001.2100000.fasta	78835	1159	244.876	263.712	-0.263835	0.434222
Oryza_barthii_pi.4.200001.300000.fasta	80762	1889	503.205	429.812	0.631416	0.411568
Oryza_barthii_pi.4.20100001.20200000.fasta	93162	882	146.086	200.685	-1.00413	0.440687
Oryza_barthii_pi.4.20200001.20300000.fasta	95579	959	204.904	218.205	-0.22504	0.44931
Oryza_barthii_pi.4.20300001.20400000.fasta	92432	601	129.726	136.748	-0.189213	0.441933
Oryza_barthii_pi.4.20400001.20500000.fasta	91830	658	113.192	149.717	-0.899326	0.433857
Oryza_barthii_pi.4.20500001.20600000.fasta	97456	892	160.226	202.96	-0.777137	0.429456
Oryza_barthii_pi.4.20600001.20700000.fasta	79880	1129	250.075	256.886	-0.0979319	0.421299
Oryza_barthii_pi.4.20700001.20800000.fasta	74253	692	85.3639	157.454	-1.68818	0.418567
Oryza_barthii_pi.4.20800001.20900000.fasta	74135	529	118.581	120.365	-0.0545767	0.414028
Oryza_barthii_pi.4.20900001.21000000.fasta	74995	666	125.213	151.538	-0.640429	0.448136
Oryza_barthii_pi.4.21000001.21100000.fasta	81321	1287	273.975	292.836	-0.237981	0.406341
Oryza_barthii_pi.4.2100001.2200000.fasta	34046	363	106.944	82.5948	1.0826	0.416198
Oryza_barthii_pi.4.21100001.21200000.fasta	78090	886	239.038	201.595	0.685506	0.40431
Oryza_barthii_pi.4.21200001.21300000.fasta	86397	986	270.558	224.348	0.760486	0.435726
Oryza_barthii_pi.4.21300001.21400000.fasta	88842	600	183.979	136.52	1.28092	0.433824
Oryza_barthii_pi.4.21400001.21500000.fasta	74892	714	225.953	162.459	1.44127	0.429459
Oryza_barthii_pi.4.21500001.21600000.fasta	71054	514	135.367	116.952	0.579667	0.424483
Oryza_barthii_pi.4.21600001.21700000.fasta	90123	781	172.187	177.704	-0.114542	0.416985
Oryza_barthii_pi.4.21700001.21800000.fasta	82150	606	154.61	137.886	0.446934	0.427681
Oryza_barthii_pi.4.21800001.21900000.fasta	81890	696	158.059	158.364	-0.00709524	0.42855
Oryza_barthii_pi.4.21900001.22000000.fasta	82622	813	161.768	184.985	-0.463091	0.417359
Oryza_barthii_pi.4.22000001.22100000.fasta	86065	1178	259.855	268.035	-0.112731	0.416673
Oryza_barthii_pi.4.2200001.2300000.fasta	44960	642	176.549	146.077	0.768908	0.384616
Oryza_barthii_pi.4.22100001.22200000.fasta	71606	519	128.454	118.09	0.323123	0.446073
Oryza_barthii_pi.4.22200001.22300000.fasta	92484	581	108.203	132.197	-0.668683	0.41861
Oryza_barthii_pi.4.22300001.22400000.fasta	97825	444	70.8074	101.025	-1.10013	0.465783
Oryza_barthii_pi.4.22400001.22500000.fasta	89175	659	152.721	149.945	0.06824	0.457288
Oryza_barthii_pi.4.22500001.22600000.fasta	79338	597	117.673	135.838	-0.492708	0.421966
Oryza_barthii_pi.4.22600001.22700000.fasta	47171	421	89.6347	95.7918	-0.236316	0.458172
Oryza_barthii_pi.4.22700001.22800000.fasta	33571	414	103.093	94.1991	0.347086	0.455248
Oryza_barthii_pi.4.22800001.22900000.fasta	87275	555	119.883	126.281	-0.186619	0.445251
Oryza_barthii_pi.4.22900001.23000000.fasta	95105	704	160.297	160.184	0.00259213	0.455859
Oryza_barthii_pi.4.23000001.23100000.fasta	84408	842	168.352	191.584	-0.447469	0.431125
Oryza_barthii_pi.4.2300001.2400000.fasta	26879	287	80.1779	65.3022	0.834664	0.420871
Oryza_barthii_pi.4.23100001.23200000.fasta	96910	795	186.696	180.89	0.118435	0.45504
Oryza_barthii_pi.4.23200001.23300000.fasta	91742	857	127.925	194.997	-1.26936	0.418792
Oryza_barthii_pi.4.23300001.23400000.fasta	94769	546	69.5673	124.234	-1.62053	0.419396
Oryza_barthii_pi.4.23400001.23500000.fasta	78995	619	101.921	140.844	-1.01842	0.432406
Oryza_barthii_pi.4.23500001.23600000.fasta	92097	712	112.911	162.004	-1.11749	0.450424
Oryza_barthii_pi.4.23600001.23700000.fasta	63128	720	202.647	163.824	0.873932	0.478235
Oryza_barthii_pi.4.23700001.23800000.fasta	91910	728	182.216	165.645	0.368961	0.425301
Oryza_barthii_pi.4.23800001.23900000.fasta	79657	331	69.9107	75.3137	-0.263235	0.458849
Oryza_barthii_pi.4.23900001.24000000.fasta	56139	399	95.1644	90.7861	0.17724	0.430252
Oryza_barthii_pi.4.24000001.24100000.fasta	88977	514	121.785	116.952	0.152128	0.47837
Oryza_barthii_pi.4.2400001.2500000.fasta	72222	748	198.629	170.195	0.616213	0.393447
Oryza_barthii_pi.4.24100001.24200000.fasta	95020	826	156.321	187.943	-0.620833	0.436887
Oryza_barthii_pi.4.24200001.24300000.fasta	87952	516	95.2777	117.408	-0.69393	0.421178
Oryza_barthii_pi.4.24300001.24400000.fasta	97011	566	121.618	128.784	-0.204963	0.4439
Oryza_barthii_pi.4.24400001.24500000.fasta	88242	963	286.074	219.115	1.1282	0.431474
Oryza_barthii_pi.4.24500001.24600000.fasta	98433	292	41.7807	66.4399	-1.36017	0.431208
Oryza_barthii_pi.4.24600001.24700000.fasta	82021	427	115.746	97.157	0.703513	0.421137
Oryza_barthii_pi.4.24700001.24800000.fasta	82643	672	161.964	152.903	0.218473	0.458948
Oryza_barthii_pi.4.24800001.24900000.fasta	93336	825	236.688	187.716	0.96264	0.453498
Oryza_barthii_pi.4.24900001.25000000.fasta	92278	550	124.137	125.144	-0.0296339	0.441336
Oryza_barthii_pi.4.25000001.25100000.fasta	93662	418	91.2968	95.1092	-0.147368	0.430546
Oryza_barthii_pi.4.2500001.2600000.fasta	38164	999	278.038	227.306	0.824071	0.409295
Oryza_barthii_pi.4.25100001.25200000.fasta	95473	544	123.288	123.778	-0.0145829	0.433717
Oryza_barthii_pi.4.25200001.25300000.fasta	90829	637	128.133	144.939	-0.427385	0.434704
